Year,Rnd,DT,OvPck,RdPck,Signed,Bonus,Name,Pos,WAR,G,AB,HR,BA,OPS,G.1,W,L,ERA,WHIP,SV,Type,Drafted Out of,Round
1976,9,,210,18,Y,,Timmy Gowen (minors),LHP,,,,,,,,,,,,,HS,"Niles HS (Niles, MI)",9
1975,9,,201,9,Y,,Steven Lacy (minors),SS,,,,,,,,,,,,,4Yr,"Louisiana Tech University (Ruston, LA)",9
1974,9,,210,18,N,,Russ Francis (minors),RHP,,,,,,,,,,,,,4Yr,"University of Oregon (Eugene, OR)",9
1973,9,,201,9,N,,Ron Miles (minors),LHP,,,,,,,,,,,,,HS,"Marion HS (Marion, SC)",9
1972,9,,210,18,Y,,Shaun Howitt (minors),OF,,,,,,,,,,,,,4Yr,"Michigan State University (East Lansing, MI)",9
1971,9,,203,6,Y,,James Ross (minors),RHP,,,,,,,,,,,,,HS,"Sam Houston HS (Houston, TX)",9
1970,9,,206,9,Y,,Mack Payne (minors),RHP,,,,,,,,,,,,,4Yr,"University of Arkansas at Monticello (Monticello, AR)",9
1969,9,,215,23,N,,Stephen Bryant (minors),LHP,,,,,,,,,,,,,HS,"Andalusia HS (Andalusia, AL)",9
1968,9,,204,24,Y,,Monty Montgomery (minors),RHP,1.4,12.0,24.0,0.0,0.125,0.359,12.0,6.0,3.0,2.78,1.17,0.0,4Yr,"Pfeiffer University (Misenheimer, NC)",9
2023,10,,289,5,Y,"$57,500",Justin Johnson (minors),SS,,,,,,,,,,,,,4Yr,"Wake Forest University (Winston-Salem, NC)",10
2022,10,,295,9,Y,"$72,500",Levi Usher (minors),OF,,,,,,,,,,,,,4Yr,"University of Louisville (Louisville, KY)",10
2021,10,,289,7,Y,"$72,500",Shane Connolly (minors),P,,,,,,,,,,,,,4Yr,"Virginia Polytechnic Institute and State University (Blacksburg, VA)",10
2019,10,,289,2,Y,"$122,500",Anthony Veneziano (minors),P,-0.1,0.0,0.0,,,,2.0,0.0,0.0,0.0,1.71,0.0,4Yr,"Coastal Carolina University (Conway, SC)",10
2018,10,,302,18,Y,"$2,500",Austin Lambright (minors),LHP,,,,,,,,,,,,,4Yr,"University of Central Oklahoma (Edmond, OK)",10
2017,10,,300,15,Y,"$2,500",Jordan Floyd (minors),LHP,,,,,,,,,,,,,4Yr,"Kansas State University (Manhattan, KS)",10
