Year,Rnd,DT,OvPck,RdPck,Signed,Bonus,Name,Pos,WAR,G,AB,HR,BA,OPS,G.1,W,L,ERA,WHIP,SV,Type,Drafted Out of,Round
2022,3,,105,25.0,Y,"$580,200",Alex Freeland (minors),SS,,,,,,,,,,,,,4Yr,"University of Central Florida (Orlando, FL)",3
2021,3,,101,30.0,Y,"$1,269,500",Peter Heubeck (minors),P,,,,,,,,,,,,,HS,"Gilman School (Baltimore, MD)",3
2020,3,,100,28.0,Y,"$1,622,500",Jake Vogel (minors),OF,,,,,,,,,,,,,HS,"Huntington Beach HS (Huntington Beach, CA)",3
2019,3,,102,24.0,Y,"$547,500",Ryan Pepiot (minors),P,1.8,0.0,0.0,0.0,,,17.0,5.0,1.0,2.76,1.09,0.0,4Yr,"Butler University (Indianapolis, IN)",3
2018,3,,104,26.0,Y,"$563,240",John Rooney (minors),LHP,,,,,,,,,,,,,4Yr,"Hofstra University (Hempstead, NY)",3
2017,3,,100,25.0,Y,"$547,500",Connor Wong (minors),C,2.4,159.0,432.0,10.0,0.232,0.67,,,,,,,4Yr,"University of Houston (Houston, TX)",3
2016,3,,101,24.0,Y,"$997,500",Dustin May (minors),RHP,3.3,16.0,14.0,0.0,0.071,0.143,46.0,12.0,9.0,3.1,1.05,0.0,HS,"Northwest HS (Justin, TX)",3
2015,3,,101,26.0,Y,"$222,500",Phil Pfeifer (minors),LHP,,,,,,,,,,,,,4Yr,"Vanderbilt University (Nashville, TN)",3
2014,3,,98,24.0,Y,"$534,400",John Richy (minors),RHP,,,,,,,,,,,,,4Yr,"University of Nevada, Las Vegas (Paradise, NV)",3
2013,3,,92,19.0,Y,"$566,500",Brandon Dixon (minors),3B,-1.4,234.0,615.0,22.0,0.224,0.663,5.0,0.0,0.0,4.15,0.23,0.0,4Yr,"University of Arizona (Tucson, AZ)",3
2012,3,,113,18.0,Y,"$382,000",Onelki Garc�a (minors),LHP,-0.4,3.0,0.0,0.0,,,5.0,0.0,1.0,13.5,3.0,0.0,,,3
2011,3,,103,13.0,Y,"$315,000",Pratt Maynard (minors),C,,,,,,,,,,,,,4Yr,"North Carolina State University (Raleigh, NC)",3
2010,3,,109,27.0,Y,"$284,400",Leon Landry (minors),CF,,,,,,,,,,,,,4Yr,"Louisiana State University (Baton Rouge, LA)",3
2009,3,,96,16.0,Y,"$351,900",Brett Wallach (minors),RHP,,,,,,,,,,,,,JC,"Orange Coast College (Costa Mesa, CA)",3
2008,3,,93,16.0,Y,"$410,000",Kyle Russell (minors),OF,,,,,,,,,,,,,4Yr,"University of Texas at Austin (Austin, TX)",3
2007,3,,116,22.0,Y,"$252,000",Austin Gallagher (minors),3B,,,,,,,,,,,,,HS,"Manheim Township HS (Lancaster, PA)",3
2005,3,,106,26.0,Y,"$325,000",Sergio Pedroza (minors),OF,,,,,,,,,,,,,4Yr,"California State University, Fullerton (Fullerton, CA)",3
2004,3,,88,17.0,Y,"$430,000",Cory Dunlap (minors),1B,,,,,,,,,,,,,JC,"Contra Costa College (San Pablo, CA)",3
2003,3,,91,24.0,N,,Cory VanAllen (minors),LHP,,,,,,,,,,,,,HS,"William P. Clements HS (Sugar Land, TX)",3
2002,3,,91,19.0,Y,"$950,000",Mike Nixon (minors),C,,,,,,,,,,,,,HS,"Sunnyslope HS (Phoenix, AZ)",3
